QuestionText,Category,Answer
ما هو رد الله على من اتهم النبي محمد ﷺ بأنه ساحر؟,الدين,بينما اتهم بعضهم النبي محمد ﷺ بأنه ساحر يقول الله تعالى في سورة يونس: ﴿أَكَانَ لِلنَّاسِ عَجَبًا أَنْ أَوْحَيْنَا إِلَى رَجُلٍ مِنْهُمْ أَنْ أَنْذِرِ النَّاسَ وَبَشِّرِ الَّذِينَ آمَنُوا أَنَّ لَهُمْ قَدَمَ صِدْقٍ عِنْدَ رَبِّهِمْ قَالَ الْكَافِرُونَ إِنَّ هَذَا لَسَاحِرٌ مُبِينٌ ٢﴾ [يونس:2]
ما هو أجمل أنهار العالم؟,الجغرافيا,"يعتبر نهر الأمازون من أجمل أنهار العالم بسبب مناظره الطبيعية الخلابة، وغاباته المطيرة الكثيفة، وتنوع الحياة البرية التي تعيش فيه، بالإضافة إلى أهميته البيئية والاقتصادية."
ما الدور الذي يلعبه أمين المظالم في الحكومة السويدية؟,السياسة والقانون,"أمين المظالم في الحكومة السويدية يلعب دورًا في حماية حقوق المواطنين من خلال التحقيق في شكاوى الجمهور ضد الحكومة والمؤسسات العامة، وضمان الالتزام بالقوانين واللوائح."
ما هو سبب فيروس نقص المناعة البشرية (HIV)؟,الصحة,"سبب فيروس نقص المناعة البشرية (HIV) هو الإصابة بفيروس نقص المناعة البشرية الذي يهاجم الجهاز المناعي ويضعف قدرته على محاربة العدوى والأمراض، وينتقل من خلال سوائل الجسم مثل الدم والسائل المنوي."
ما هو دور الوراثة في التطور البشري؟,العلوم,"دور الوراثة في التطور البشري يشمل نقل الصفات الوراثية من جيل إلى جيل، مما يساعد في التكيف مع البيئة، ويؤثر على الصفات الجسدية والسلوكية، ويؤدي إلى التنوع الوراثي الذي يعد أساسًا للتطور الطبيعي."
ما هي قاعدة الضرب في التسعة؟,العلوم,"قاعدة الضرب في التسعة تتضمن أن حاصل ضرب أي عدد في تسعة يمكن التحقق منه من خلال جمع أرقام الناتج للحصول على تسعة، مثل 9 × 3 = 27 و 2 + 7 = 9."
ما هو تشخيص سرطان المعدة؟,الصحة,"تشخيص سرطان المعدة يشمل الفحص البدني، واختبارات الدم، وتنظير المعدة، والخزعات، والأشعة التصويرية مثل الأشعة المقطعية (CT) أو التصوير بالرنين المغناطيسي (MRI)."
ما الدور الذي تلعبه الاقتباسات في البحث؟,التعليم,"الاقتباسات في البحث تلعب دورًا في توثيق المصادر المستخدمة، وتوفير الدليل على صحة المعلومات المقدمة، ومنح الفضل للمؤلفين الأصليين، وتعزيز مصداقية البحث."
ما تأثير نموذج هنري فورد على عملية التصنيع؟,التاريخ,"نموذج هنري فورد أثر بشكل كبير على عملية التصنيع من خلال إدخال خط التجميع، الذي زاد من كفاءة الإنتاج وخفض التكاليف وجعل المنتجات أكثر توفيرًا للجماهير."
ما هو العامل المساهم في ارتفاع ضغط الدم؟,الصحة,"العوامل المساهمة في ارتفاع ضغط الدم تشمل العوامل الوراثية، والنظام الغذائي غير الصحي، وقلة النشاط البدني، والإجهاد النفسي، واستهلاك الكحول، والتدخين."
ما هي أهمية الرياضة وفوائدها للإنسان؟,الصحة,"أهمية الرياضة وفوائدها للإنسان تشمل تحسين اللياقة البدنية، وتعزيز الصحة العقلية، وتقوية الجهاز المناعي، وتحسين جودة النوم، وزيادة الثقة بالنفس، والمساعدة في الحفاظ على وزن صحي."
ما هي فوائد الإنترنت؟,التكنولوجيا,"فوائد الإنترنت تشمل الوصول إلى المعلومات بسهولة، والتواصل الفوري مع الآخرين، والتعلم عن بعد، والتسوق الإلكتروني، وتعزيز فرص العمل، وتوفير الترفيه المتنوع، وتسهيل الأنشطة اليومية."
ما هي الطريقة التي يعالج بها التواء الأسنان؟,الصحة,"التواء الأسنان يعالج باستخدام أجهزة تقويم الأسنان، مثل التقويم الثابت أو التقويم الشفاف، التي تعمل على إعادة ترتيب الأسنان إلى مواضعها الصحيحة بمرور الوقت تحت إشراف طبيب الأسنان."
ما هي إنجازات جمال عبدالناصر؟,التاريخ,"إنجازات جمال عبدالناصر تشمل تأميم قناة السويس، وتحقيق الوحدة بين مصر وسوريا، وتنفيذ مشاريع التنمية الاقتصادية والاجتماعية، وتأسيس حركة عدم الانحياز، ودعم حركات التحرر في الدول العربية والأفريقية."
ما أهمية اللغة العربية؟,الثقافة,"أهمية اللغة العربية تشمل كونها لغة القرآن الكريم، وتعزيز الهوية الثقافية والوطنية، ودورها في التواصل بين الشعوب العربية، وأثرها في الأدب والفنون والعلوم الإسلامية."
ما هي مضاعفات فقر الدم؟,الصحة,"مضاعفات فقر الدم تشمل التعب الشديد، والدوخة، وضيق التنفس، وضعف التركيز، وتلف الأعصاب، وزيادة خطر الإصابة بالعدوى، ومشاكل القلب مثل فشل القلب."
ما هي مميزات اوت لوك out look؟,التكنولوجيا,"مميزات أوت لوك تشمل إدارة البريد الإلكتروني بسهولة، والتكامل مع تطبيقات مايكروسوفت الأخرى، ودعم التقويم والمواعيد، وإمكانية مشاركة الملفات، وميزات الأمان والحماية، وإمكانية الوصول عبر الأجهزة المختلفة."
ما طرق علاج الوسواس القهري المختلفة؟,الصحة,"طرق علاج الوسواس القهري تشمل العلاج النفسي (مثل العلاج السلوكي المعرفي)، والعلاج الدوائي (مثل مضادات الاكتئاب)، وتقنيات الاسترخاء والتأمل، والدعم الاجتماعي والعائلي."
ما هي أسباب تقصف الشعر؟,الصحة,"أسباب تقصف الشعر تشمل التعرض المفرط للحرارة من أدوات التصفيف، واستخدام المنتجات الكيميائية القاسية، ونقص التغذية، والتعرض للشمس بشكل مفرط، وعدم العناية بالشعر بشكل مناسب."
ما آثار إعصار هارفي؟,التاريخ,"آثار إعصار هارفي تشمل الفيضانات الشديدة، وتدمير المنازل والبنية التحتية، ونزوح السكان، والخسائر الاقتصادية الكبيرة، والتلوث البيئي، وانتشار الأمراض بسبب المياه الراكدة."
ما هي أسباب تأخر الحمل لدى بعض النساء؟,الصحة,"أسباب تأخر الحمل لدى بعض النساء تشمل اضطرابات التبويض، وانسداد قناتي فالوب، ومشاكل الرحم مثل الأورام الليفية، والتوتر النفسي، ونمط الحياة غير الصحي، ونقص الهرمونات."
ما هي فوائد شرب الشاي؟,الصحة,"فوائد شرب الشاي تشمل تحسين الهضم، وتعزيز صحة القلب، وتقوية الجهاز المناعي، وتحسين التركيز، وتخفيف التوتر، وتقليل خطر الإصابة ببعض الأمراض المزمنة مثل السكري والسرطان."
ما الذي يميز التعلم الذاتي عن غيره؟,التعليم,"التعلم الذاتي يتميز بكونه يعتمد على مبادرة المتعلم، ومرونة الوقت والمكان، والتركيز على اهتمامات الفرد، واستخدام الموارد المتاحة عبر الإنترنت، والتعلم حسب السرعة الشخصية."
ما الذي قامت به تسلا للإنارة الكهربائية والتصنيع؟,التكنولوجيا,"تسلا قامت بتطوير نظام التيار المتردد (AC) الذي أصبح المعيار العالمي لنقل الكهرباء، وأسست أول محطة كهرباء تعمل بالتيار المتردد، وأسهمت في تطوير المحركات الكهربائية والتوربينات."
ما الذي قامت به تسلا للإنارة الكهربائية والتصنيع؟,التكنولوجيا,"تسلا قامت بتطوير نظام التيار المتردد (AC) الذي أصبح المعيار العالمي لنقل الكهرباء، وأسست أول محطة كهرباء تعمل بالتيار المتردد، وأسهمت في تطوير المحركات الكهربائية والتوربينات."
ما نسبة شيوع أسلوب العقاب البدني في الماضي؟,التاريخ,"نسبة شيوع أسلوب العقاب البدني في الماضي كانت مرتفعة، حيث كان يُستخدم بشكل واسع في المدارس والمنازل والمؤسسات كوسيلة لتأديب الأطفال والبالغين."
ما الذي قد تتطلبه مدرسةٌ خاصَّةٌ حتى يطابقَ مدرّسوها معايير التأهيل؟,التعليم,"مدرسة خاصة قد تتطلب من مدرّسيها الحصول على درجات أكاديمية متقدمة، وخبرة تدريسية واسعة، وشهادات تخصصية إضافية، واجتياز اختبارات تأهيلية محددة لضمان مطابقتهما للمعايير."
ما الذي يؤدي إلى زيادة تركيزات الأكسجين في رئة المريض؟,الصحة,"زيادة تركيزات الأكسجين في رئة المريض يمكن تحقيقها باستخدام قناع الأوكسجين أو غرفة الأوكسجين المضغوط، مما يساعد على تحسين التنفس وتوصيل الأوكسجين إلى الأنسجة."
ما هي أول مشكلة واجهها رواد الفضاء أثناء اختبار المقابس؟,العلوم,أول مشكلة واجهها رواد الفضاء أثناء اختبار المقابس كانت وجود تسريب في الضغط.
ما الذي حدث للطاقم على متن الطائرة خلال اختبار المقابس؟,العلوم,"خلال اختبار المقابس، اندلع حريق في المقصورة مما أدى إلى وفاة الطاقم بأكمله."
ما نوع الغلاف الجوي الذي ساعد في إشعال الحريق في جميع أنحاء المقصورة؟,العلوم,نوع الغلاف الجوي الذي ساعد في إشعال الحريق في جميع أنحاء المقصورة هو غلاف جوي غني بالأوكسجين.
ما الذي استوجب القيام بالمعاهدات الأساسية التي انتهت بتشكيل الاتحاد الأوروبي؟,السياسة والقانون,"القيام بالمعاهدات الأساسية التي انتهت بتشكيل الاتحاد الأوروبي استوجب تعزيز التعاون الاقتصادي والسياسي بين الدول الأوروبية، وضمان السلام والاستقرار في المنطقة."
ما هو أكثر ما تستَعمَل فيه الأراضي التي أزيلت الغابات منها في منطقة الأمازون؟,الجغرافيا,"أكثر ما تستَعمَل فيه الأراضي التي أزيلت الغابات منها في منطقة الأمازون هو الزراعة، وخاصة لزراعة فول الصويا ورعي الماشية."
ما الذي أدى إليه تمهيد تلك الطرقات في الغابة المطرية الأمازونية؟,الجغرافيا,"تمهيد الطرقات في الغابة المطرية الأمازونية أدى إلى زيادة معدلات إزالة الغابات وتدمير المواطن الطبيعية للحيوانات والنباتات، وتفاقم مشكلات التلوث والانحلال البيئي."
ما الذي يخشى أخصائيو البيئة من فقدانه في غابة الأمازون؟,الجغرافيا,"أخصائيو البيئة يخشون من فقدان التنوع البيولوجي الفريد في غابة الأمازون، وانقراض العديد من الأنواع النباتية والحيوانية التي لا توجد في أي مكان آخر."
ما الذي يمكن جمعه مع البيانات الجيوفيزيائية لتحقيق رؤية أفضل للطبقات السفلية؟,العلوم,يمكن جمع البيانات الجيولوجية مع البيانات الجيوفيزيائية لتحقيق رؤية أفضل للطبقات السفلية.
ما هي الفكرة الرئيسية لأطروحة جيمس هوتون؟,التاريخ,"الفكرة الرئيسية لأطروحة جيمس هوتون هي أن العمليات الجيولوجية التي تحدث اليوم هي نفسها التي حدثت في الماضي، وهي مبدأ ""التجانس"" (Uniformitarianism)."
ما أنواع المسؤوليات التي قد يتحملها فني الصيدلة؟,الصحة,"أنواع المسؤوليات التي قد يتحملها فني الصيدلة تشمل تجهيز الوصفات الطبية، تقديم المشورة للمرضى، إدارة المخزون، ومساعدة الصيادلة في المهام اليومية."
ما التطورات التي أثر فيها العلماء على إنشاء علم الصيدلة في الإسلام في العصور الوسطى؟,التاريخ,"العلماء أثروا على إنشاء علم الصيدلة في الإسلام في العصور الوسطى من خلال ترجمة النصوص الطبية، تطوير الأدوية، وتأسيس أولى الصيدليات في بغداد."
ما هي المسؤوليات الجديدة التي يتعامل معها فنيو الصيدلة الآن؟,الصحة,"المسؤوليات الجديدة التي يتعامل معها فنيو الصيدلة الآن تشمل تقديم التطعيمات، إدارة العلاج الدوائي، والتعامل مع تقنيات الصيدلة الرقمية."
ما هي الممارسات التي تقوم بها بعض الصيدليات المجتمعية؟,الصحة,"الممارسات التي تقوم بها بعض الصيدليات المجتمعية تشمل تقديم المشورة الصحية، تنفيذ برامج التوعية، إجراء فحوصات صحية، وتقديم خدمات التطعيم."
ما هو الشيء الذي يُمنع الصيادلة من فعله؟,الصحة,الشيء الذي يُمنع الصيادلة من فعله هو وصف الأدوية بدون وصفة طبية معتمدة من طبيب.
ما الذي يمكن أن ينجم عن اضطرابات الجهاز المناعي؟,الصحة,"اضطرابات الجهاز المناعي يمكن أن تنجم عنها أمراض المناعة الذاتية، التحسس، وزيادة عرضة الجسم للعدوى."
ما الذي يميز الدراسة في الخارج؟,التعليم,"ما يميز الدراسة في الخارج هو التعرف على ثقافات جديدة، تحسين المهارات اللغوية، توسيع شبكة العلاقات الاجتماعية، والحصول على تعليم متقدم."
ما هو هدف العصيان المدني الفردي؟,السياسة والقانون,هدف العصيان المدني الفردي هو التعبير عن المعارضة السياسية والاجتماعية بطرق سلمية لتحقيق التغيير والإصلاح.
ما هي فوائد ممارسة الرياضة بانتظام؟,الصحة,"فوائد ممارسة الرياضة بانتظام تشمل: تحسين اللياقة البدنية، تعزيز الصحة النفسية، تقوية الجهاز المناعي، خفض خطر الأمراض المزمنة، تحسين النوم."
ما هو تأثير التكنولوجيا على الحياة اليومية؟,التكنولوجيا,"تأثير التكنولوجيا على الحياة اليومية يشمل: تسهيل التواصل، تحسين الوصول إلى المعلومات، زيادة الإنتاجية، تحسين الرعاية الصحية، وتسهيل الحياة اليومية من خلال الأجهزة الذكية."
ما هي أهمية القراءة للأطفال؟,التعليم,"أهمية القراءة للأطفال تشمل: تطوير المهارات اللغوية، تعزيز القدرة على التركيز، توسيع الخيال، تحسين القدرات الإدراكية، وتعزيز حب التعلم."
ما هي أساليب التدريس الفعالة؟,التعليم,"أساليب التدريس الفعالة تشمل: التعلم التعاوني، التعليم القائم على المشاريع، استخدام التكنولوجيا في التعليم، تقديم التغذية الراجعة المستمرة، وتكييف التعليم لاحتياجات الطلاب الفردية."
ما هي أضرار التدخين على الصحة؟,الصحة,"أضرار التدخين على الصحة تشمل: زيادة خطر الإصابة بأمراض القلب، سرطان الرئة، السكتة الدماغية، مشاكل الجهاز التنفسي، وتقليل القدرة على الشفاء من الأمراض."
ما هي فوائد تناول الأطعمة الصحية؟,الصحة,"فوائد تناول الأطعمة الصحية تشمل: تحسين الهضم، تعزيز الجهاز المناعي، الحفاظ على الوزن المثالي، تقليل خطر الأمراض المزمنة، وتحسين الصحة العامة."
ما هو دور الإعلام في تشكيل الرأي العام؟,الثقافة,"دور الإعلام في تشكيل الرأي العام يشمل: توجيه الانتباه إلى القضايا الهامة، توفير المعلومات والتحليلات، التأثير على التصورات والقيم، وتعزيز النقاش العام."
ما هي أسباب البطالة؟,الاقتصاد والعمل,"أسباب البطالة تشمل: نقص الفرص الوظيفية، التغيرات الاقتصادية، نقص المهارات، والتقلبات الدورية في السوق."
ما هي أهمية التعليم العالي؟,التعليم,"أهمية التعليم العالي تشمل: تطوير المهارات المهنية، تعزيز القدرة على التفكير النقدي، توفير فرص عمل أفضل، ودعم البحث العلمي والابتكار."
ما هو تأثير الفنون على المجتمع؟,الثقافة,"تأثير الفنون على المجتمع يشمل: تعزيز الوعي الثقافي، تحسين الصحة النفسية، تشجيع التعبير الإبداعي، تعزيز الروابط الاجتماعية، والمساهمة في التنمية الاقتصادية."
ما هي العوامل المؤثرة في النمو الاقتصادي؟,الاقتصاد والعمل,"العوامل المؤثرة في النمو الاقتصادي تشمل: السياسات الحكومية، الاستثمارات، التكنولوجيا، القوى العاملة، والموارد الطبيعية."
ما هو دور الأسرة في تنشئة الأطفال؟,الثقافة,"دور الأسرة في تنشئة الأطفال يشمل: توفير الدعم العاطفي، تعليم القيم والمبادئ، توفير البيئة الصحية والتعليمية، وتعزيز الثقة بالنفس."
ما هي أهمية المشاركة السياسية؟,السياسة والقانون,"أهمية المشاركة السياسية تشمل: تعزيز الديمقراطية، تمثيل مصالح المواطنين، تعزيز الشفافية والمساءلة، ودعم التغيير الاجتماعي."
ما هي فوائد ممارسة الرياضة بانتظام؟,الصحة,"فوائد ممارسة الرياضة بانتظام تشمل: تحسين اللياقة البدنية، تعزيز الصحة النفسية، تقوية الجهاز المناعي، خفض خطر الأمراض المزمنة، تحسين النوم."
ما هو تأثير التكنولوجيا على الحياة اليومية؟,التكنولوجيا,"تأثير التكنولوجيا على الحياة اليومية يشمل: تسهيل التواصل، تحسين الوصول إلى المعلومات، زيادة الإنتاجية، تحسين الرعاية الصحية، وتسهيل الحياة اليومية من خلال الأجهزة الذكية."
ما هي أهمية القراءة للأطفال؟,التعليم,"أهمية القراءة للأطفال تشمل: تطوير المهارات اللغوية، تعزيز القدرة على التركيز، توسيع الخيال، تحسين القدرات الإدراكية، وتعزيز حب التعلم."
ما هي أساليب التدريس الفعالة؟,التعليم,"أساليب التدريس الفعالة تشمل: التعلم التعاوني، التعليم القائم على المشاريع، استخدام التكنولوجيا في التعليم، تقديم التغذية الراجعة المستمرة، وتكييف التعليم لاحتياجات الطلاب الفردية."
ما هي أضرار التدخين على الصحة؟,الصحة,"أضرار التدخين على الصحة تشمل: زيادة خطر الإصابة بأمراض القلب، سرطان الرئة، السكتة الدماغية، مشاكل الجهاز التنفسي، وتقليل القدرة على الشفاء من الأمراض."
ما هي فوائد تناول الأطعمة الصحية؟,الصحة,"فوائد تناول الأطعمة الصحية تشمل: تحسين الهضم، تعزيز الجهاز المناعي، الحفاظ على الوزن المثالي، تقليل خطر الأمراض المزمنة، وتحسين الصحة العامة."
ما هو دور الإعلام في تشكيل الرأي العام؟,الثقافة,"دور الإعلام في تشكيل الرأي العام يشمل: توجيه الانتباه إلى القضايا الهامة، توفير المعلومات والتحليلات، التأثير على التصورات والقيم، وتعزيز النقاش العام."
ما هي أسباب البطالة؟,الاقتصاد والعمل,"أسباب البطالة تشمل: نقص الفرص الوظيفية، التغيرات الاقتصادية، نقص المهارات، والتقلبات الدورية في السوق."
ما هي أهمية التعليم العالي؟,التعليم,"أهمية التعليم العالي تشمل: تطوير المهارات المهنية، تعزيز القدرة على التفكير النقدي، توفير فرص عمل أفضل، ودعم البحث العلمي والابتكار."
ما هو تأثير الفنون على المجتمع؟,الثقافة,"تأثير الفنون على المجتمع يشمل: تعزيز الوعي الثقافي، تحسين الصحة النفسية، تشجيع التعبير الإبداعي، تعزيز الروابط الاجتماعية، والمساهمة في التنمية الاقتصادية."
ما هي العوامل المؤثرة في النمو الاقتصادي؟,الاقتصاد والعمل,"العوامل المؤثرة في النمو الاقتصادي تشمل: السياسات الحكومية، الاستثمارات، التكنولوجيا، القوى العاملة، والموارد الطبيعية."
ما هو دور الأسرة في تنشئة الأطفال؟,الثقافة,"دور الأسرة في تنشئة الأطفال يشمل: توفير الدعم العاطفي، تعليم القيم والمبادئ، توفير البيئة الصحية والتعليمية، وتعزيز الثقة بالنفس."
ما هي أهمية المشاركة السياسية؟,السياسة والقانون,"أهمية المشاركة السياسية تشمل: تعزيز الديمقراطية، تمثيل مصالح المواطنين، تعزيز الشفافية والمساءلة، ودعم التغيير الاجتماعي."
ما هي فوائد استخدام الطاقة المتجددة؟,البيئة والطاقة,"فوائد استخدام الطاقة المتجددة تشمل: تقليل التلوث البيئي، الحفاظ على الموارد الطبيعية، تقليل انبعاثات الغازات الدفيئة، تحقيق الاستدامة البيئية، وتوفير الطاقة بشكل مستدام."
ما هي العوامل الثقافية التي أثرت في التاريخ الإسلامي؟,التاريخ,الثقافات والعادات المختلفة سواء الموجودة مسبقا عند العرب مما يدعى بالعادات القبلية والبدوية أو العادات التي صادفوها عند انتشارهم في الأقاليم المجاورة مثل الموروث الفارسي والكسروي والموروث الروماني واليوناني.
ما هي العوامل الاقتصادية التي أثرت في التاريخ الإسلامي؟,التاريخ,المال والثروة طالما كانت ذات دور رئيسي في الكثير من الحروب والنزاعات.
ما الذي قاله أبو بكر للناس بعد وفاة الرسول؟,التاريخ,"أيها الناس، إنه مَن كان يعبد محمدًا فإن محمدًا قد مات، ومَن كان يعبد الله فإن الله حي لا يموت."
ما هي وصية الرسول ﷺ التي نفذها أبو بكر؟,التاريخ,وصية إنفاذ جيش أسامة بن زيد
ما هو نصيب المسلمين من الأراضي المفتوحة في عهد عمر؟,التاريخ,تحولت الدولة الإسلامية إلى إمبراطورية مترامية الأطراف تشمل العديد من الأراضي والأقوام والشعوب.
ما هو نصيب المسلمين من الأراضي المفتوحة في عهد عمر؟,التاريخ,مما جعل الدولة الإسلامية تتحول إلى إمبراطورية مترامية الأطراف تشمل العديد من الأراضي والأقوام والشعوب.
ما هو الإنجاز المعماري الذي أنشأه عبد الملك بن مروان في القدس؟,التاريخ,كما أقام مسجد قبة الصخرة ببيت المقدس.
ما هي الحضارة التي أسسها الأمويون في الأندلس؟,التاريخ,لقد أسس الأمويون حضارة إسلامية قوية في مدن الأندلس المختلفة.
ما هي الأثر الثقافي للفاطميين في مصر؟,التاريخ,حيث تقدمت العلوم والفنون في عهدهم وكانت القاهرة حاضرة زمانها.
ما هو لقب محمد الثاني بعد فتح القسطنطينية؟,التاريخ,منحه لقب محمد الفاتح في التاريخ.
ما هو مصير الأقاليم والدول الإسلامية بعد سقوط الدولة العثمانية؟,التاريخ,تقسمت الأقاليم والدول الإسلامية إلى دول ودويلات مستقلة.
ما هو الوضع الحالي للقب الخلافة الإسلامية؟,التاريخ,اختفى لقب الخلافة الإسلامية بسقوط الدولة العثمانية.
ما هو مصير الدول الإسلامية بعد الاستقلال من الاحتلال الأوروبي؟,السياسة والقانون,ثم بدأت تستقل بالتدريج.
ما هو أول عمل يقوم به الحاج عند بدء مناسك الحج؟,الدين,يبدأ الحاج بالإحرام.
ما هي المناسك التي يؤديها الحاج يوم التروية؟,الدين,ثم يكون التوجه إلى مِنى في اليوم الثامن من ذي الحجة.
ما هي واجبات الحج المتعلقة بمزدلفة؟,الدين,الواجبات في الحج هي: الوقوف بمُزدلفة.
"إذا تم ضرب عددين صحيحين وإخراج قيمة، فماذا تسمى مجموعة التعبير هذه؟",العلوم,"إذا تم ضرب عددين صحيحين وإخراج قيمة، تسمى مجموعة التعبير هذه ""العملية الحسابية"" (Arithmetic Operation)."
بماذا يتم التعبير عن الزمن اللازم لإخراج إجابة على آلة تورينغ الحتمية؟,التكنولوجيا,"يتم التعبير عن الزمن اللازم لإخراج إجابة على آلة تورينغ الحتمية بمصطلح ""زمن متعدد الحدود"" (Polynomial Time)."
ماذا تسمى العملية التي يتم من خلالها تجنب نظام المناعة التكيفي من خلال تغيير الحلقات غير الضرورية؟,العلوم,"العملية التي يتم من خلالها تجنب نظام المناعة التكيفي من خلال تغيير الحلقات غير الضرورية تسمى ""التخفي المناعي"" (Immune Evasion)."
ماذا تسمى المحاولة النشطة للإطاحة بنظام حكومي أو ديني؟,السياسة والقانون,"المحاولة النشطة للإطاحة بنظام حكومي أو ديني تسمى ""الانقلاب"" (Coup d'état)."
ماذا تسمى عملية بناء المباني أو البنى التحتية؟,التكنولوجيا,"عملية بناء المباني أو البنى التحتية تسمى ""الإنشاءات"" (Construction)."
ماذا تسمى المدارس الثانوية الخاصة في ألمانيا؟,التعليم,"المدارس الثانوية الخاصة في ألمانيا تسمى ""Gymnasium""."
ماذا يحتوي شراب التكيلا؟,الثقافة,شراب التكيلا يحتوي على الكحول المستخلص من نبات الأغاف الأزرق.
ماذا سمى المؤتمر العام للأوزان والمقاييس على شرف تسلا عام 1960؟,التكنولوجيا,"المؤتمر العام للأوزان والمقاييس سمى الوحدة المشتقة لقياس الكثافة المغناطيسية ""تسلا"" (Tesla) على شرف نيكولا تسلا عام 1960."
"عاش في 973–1048 م وكان من أوائل علماء الجيولوجيا الفارسيين، فماذا كان اسمه؟",التاريخ,"عاش في 973–1048 م وكان من أوائل علماء الجيولوجيا الفارسيين، اسمه أبو الريحان البيروني."
"استنتج شخص في الصين أن الأرض تشكلت بسبب تآكل الجبال وترسب الطمي، فماذا كان اسمه؟",التاريخ,الشخص الذي استنتج في الصين أن الأرض تشكلت بسبب تآكل الجبال وترسب الطمي هو شن كو (Shen Kuo).
"اقترح هذا الشخص تفسيراتٍ لأصول الزلازل وتكوّن الجبال، فماذا كان اسمه؟",التاريخ,الشخص الذي اقترح تفسيراتٍ لأصول الزلازل وتكوّن الجبال هو ابن سينا.
بماذا تشتهر كاليفورنيا أيضاً على خلاف استعمالها للسيارات؟,الثقافة,كاليفورنيا تشتهر أيضاً بصناعات التكنولوجيا والسينما والزراعة والتعليم العالي.
من ماذا تصنع الشوكولاتة البيضاء؟,العلوم,"تصنع الشوكولاتة البيضاء من زبدة الكاكاو، السكر، والحليب المجفف."
ماذا يحتوي الحليب؟,العلوم,الحليب يحتوي على البروتينات والكربوهيدرات والدهون والفيتامينات والمعادن والماء.
ماذا يشمل الإحسان؟,الثقافة,"الإحسان يشمل فعل الخير وتقديم المساعدة للآخرين دون انتظار مقابل، والإسهام في تحسين حياة الناس والمجتمع."
بماذا تعنى الصيدلة الاستشارية أساسًا؟,الصحة,الصيدلة الاستشارية تعنى أساسًا بتقديم المشورة الدوائية المخصصة والإشراف على العلاج لتحسين النتائج الصحية للمرضى.
ماذا يشكل القطاع الزراعي في المنظومة الاقتصادية للمجتمعات الريفية؟,السياسة والقانون,"يعتبر القطاع الزراعي من القطاعات المهمة في الأردن، وتلعب الزراعة دورا هاما في المنظومة الاقتصادية والاجتماعية للمجتمعات الريفية كما ترتبط ارتباطا وثيقا بجهود المحافظة على البيئة الطبيعية واستمراريتها. يواجه القطاع الزراعي في الأردن مشاكل وتحديات متمثلة في توالي سنوات الجفاف، تذبذب الأمطار، قلة الأراضي الزراعية، ندرة الموارد المائية، والمخاطر المختلفة. يساهم القطاع الزراعي بما نسبته 5.6 % من الناتج المحلي الإجمالي ويعمل فيه 3.5% من مجموع القوى العاملة، وتشكل الصادرات الزراعية 15.4% من مجموع صادرات المملكة، يذهب 90.5 % منها إلى الأسواق العربية. حقق الأردن الاكتفاء الذاتي في عدد من المنتجات الزراعية كزيت الزيتون، اللبن، إلا أن الكثير من المنتجات الغذائية الأساسية كأنواع القمح ومشتقات الحليب والسكر, اللحوم الحمراء والخضراوات تستورد من الخارج. نمت الصادرات من المنتجات الزراعية بنسبة 36.9% عام 2005 مقارنة بما قيمته 28.2% عام 2004. ومن أهم الصادرات الزراعية: الطماطم، الزيوت المهدرجة، والسجائر. أهم الدول المستوردة هي العراق، الإمارات العربية المتحدة، وسوريا."
ماذا يشمل التاريخ الإسلامي من إمارات وسلطنات ودول؟,التاريخ,يشمل التاريخ الإسلامي إمارات وسلطنات ودول مثل السلاجقة والبويهيين وفي المغرب الأدارسة والمرابطون ثم الموحدون وفي بلاد الشام الحمدانيون والزنكيون وغيرهم.
ماذا تدرسُ في الجامعة؟,التعليم,أنا أدرس الأدب الإنجليزي في الجامعة.
ماذا تفعلُ في وقتِ فراغِك؟,الثقافة,"في وقت فراغي، أحب القراءة وممارسة الرياضة والكتابة."
ماذا تقرأُ حاليًا؟,الثقافة,"أنا أقرأ حاليًا رواية ""1984"" لجورج أورويل."
ماذا تشاهدُ على التلفاز؟,الترفيه,"أشاهد حاليًا مسلسل ""Game of Thrones"" على التلفاز."
ماذا تحبُّ في مدينتِك؟,الثقافة,أحب في مدينتي الحدائق الجميلة والمرافق الحديثة والتنوع الثقافي.
ماذا تعرفُ عن تاريخِ بلدِك؟,الثقافة,أعرف أن تاريخ بلدي غني بالأحداث المهمة والشخصيات البارزة التي أثرت في تطور المجتمع والثقافة.
ماذا تفعلُ لتُحافظَ على صحتِك؟,الصحة,أحافظ على صحتي من خلال ممارسة الرياضة بانتظام وتناول الغذاء الصحي والنوم الجيد.
ماذا تدرسُ في الأدبِ العربي؟,التعليم,أدرس الشعر العربي والنثر والروايات في الأدب العربي.
ماذا تفعلُ في العطلات؟,الثقافة,"في العطلات، أحب السفر والاسترخاء وقراءة الكتب."
ماذا تُحبُّ في الموسيقى؟,الثقافة,أحب في الموسيقى أنها تساعدني على الاسترخاء وتعبر عن مشاعري وتوفر لي المتعة.
ماذا تفعلُ للحفاظِ على البيئة؟,الثقافة,"للحفاظ على البيئة، أقوم بإعادة التدوير واستخدام الموارد بحذر وزراعة الأشجار."
ماذا تفعلُ في نهايةِ الأسبوع؟,الثقافة,"في نهاية الأسبوع، أحب قضاء الوقت مع العائلة والأصدقاء وممارسة الرياضة."
